Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Jose M. Rodriguez","NYY",0.0407,0.0799,0.0427,6.06699,0.2224,0.1654,0,0,,1,4.713,1.1251,0.7165,0.67411,0.180333,0.6343,0.0057,0.047,0.6006,5.4054,5.7087,0.946871,1.623,0.127435,0.134585,-0.007150426506996155,0.279063,1.7594,0.290629,0.692068,0.409056,,6.32217,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Jose M. Rodriguez","sa3022396",815278
"Bernard Mack","STL",0.0375,0.0813,0.0396,6.01515,0.2876,0.1516,0,0,,1,4.781,1.0968,0.7106,0.66835,0.156111,0.745,0.0078,0.0482,0.6073,5.4657,6.705,0.815168,1.405,0.127024,0.155825,-0.028801515698432922,0.275039,1.8418,0.291742,0.696876,0.391693,,6.32958,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Bernard Mack","sa3021771",808088
"Javier Atencio",,0.038,0.0809,0.0378,6.15969,0.281,0.153,0,0,,1,4.743,1.1573,0.7271,0.68441,0.166889,0.6498,0.0075,0.0492,0.5327,4.7943,5.8482,0.819791,1.502,0.112313,0.137002,-0.024689018726348877,0.286177,1.8071,0.296139,0.686387,0.404002,,6.33629,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Javier Atencio","sa3009602",683450
"Jefferson Jean","ATH",0.039,0.0821,0.0401,6.24663,0.2068,0.1688,0,0,,1,4.754,1.1302,0.7382,0.69407,0.163556,0.6867,0.0053,0.0694,0.5953,5.3577,6.1803,0.8669,1.472,0.125221,0.144447,-0.019225910305976868,0.282698,1.8169,0.298435,0.679315,0.43429,,6.33906,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Jefferson Jean","sa3019772",805067
"Brayan Vergara","LAA",0.0342,0.0817,0.0297,6.30342,0.3906,0.1296,0,0,,1,4.673,1.1888,0.7419,0.70038,0.190111,0.5532,0.0107,0.0464,0.5282,4.7538,4.9788,0.954808,1.711,0.113032,0.118382,-0.005349889397621155,0.291845,1.742,0.297664,0.677646,0.401195,,6.34898,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Brayan Vergara","sa3024211",815758
"Zander Mueth","PIT",0.0346,0.0877,0.0392,6.39621,0.1754,0.1754,0,0,,1,4.812,1.1551,0.7549,0.71069,0.154889,0.7212,0.0044,0.0628,0.5721,5.1489,6.4908,0.793261,1.394,0.11889,0.149875,-0.030985035002231598,0.286768,1.8763,0.303001,0.675764,0.426705,,6.35649,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Zander Mueth","sa3023569",805800
"Miqueas Mercedes","MIL",0.036,0.0842,0.0385,6.24564,0.2389,0.1619,0,0,,1,4.705,1.1416,0.7354,0.69396,0.184222,0.6182,0.0062,0.0503,0.5884,5.2956,5.5638,0.951796,1.658,0.125058,0.131392,-0.006333678960800171,0.282819,1.7598,0.293325,0.682074,0.396775,,6.35873,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Miqueas Mercedes","sa3025237",823650
"Griffin Kilander","BOS",0.0361,0.0784,0.0245,6.47244,0.4376,0.1196,0,0,,1,4.75,1.1719,0.7613,0.71916,0.174556,0.6487,0.0122,0.0477,0.5656,5.0904,5.8383,0.871898,1.571,0.119074,0.136568,-0.017494745552539825,0.289101,1.8206,0.300999,0.67205,0.403322,,6.36236,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Griffin Kilander","sa3025467",828499
"Brooks Auger","LAD",0.0435,0.0769,0.0402,6.19551,0.2216,0.1656,0,0,,1,4.626,1.1865,0.7302,0.68839,0.200333,0.5022,0.0056,0.047,0.5111,4.5999,4.5198,1.01772,1.803,0.110484,0.10856,0.0019239038228988647,0.291037,1.6887,0.293034,0.68064,0.410334,,6.36487,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Brooks Auger","sa3026300",824624
"Braxton Hyde","COL",0.0316,0.0841,0.0207,6.79851,0.403,0.127,0,0,,1,4.737,1.2769,0.7991,0.75539,0.189778,0.5494,0.0111,0.0435,0.5071,4.5639,4.9446,0.923007,1.708,0.107051,0.115981,-0.008929699659347534,0.308125,1.8263,0.315362,0.658204,0.433131,,6.36675,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Braxton Hyde","sa3020612",805703
"Omar Victorino","NYM",0.0405,0.0781,0.0387,6.06087,0.2901,0.1511,0,0,,1,4.785,1.1212,0.7196,0.67343,0.150444,0.7333,0.0079,0.0587,0.5485,4.9365,6.5997,0.747989,1.354,0.114629,0.15325,-0.038620688021183014,0.280791,1.8545,0.294699,0.69038,0.456773,,6.36991,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Omar Victorino","sa3019273",800466
"German Nunez",,0.0371,0.08,0.0322,6.29226,0.3494,0.1384,0,0,,1,4.741,1.1394,0.741,0.69914,0.175667,0.6619,0.0096,0.0499,0.5892,5.3028,5.9571,0.890165,1.581,0.124278,0.139612,-0.01533430814743042,0.282786,1.8013,0.295231,0.681704,0.395997,,6.3758,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"German Nunez","sa3019287",802077
"Barrett Kent","LAA",0.0334,0.0886,0.0402,6.31179,0.1862,0.1732,0,0,,1,4.693,1.1536,0.7424,0.70131,0.189556,0.601,0.0046,0.0507,0.589,5.301,5.409,0.980033,1.706,0.125506,0.128063,-0.00255700945854187,0.285453,1.7546,0.29547,0.679684,0.392231,,6.37646,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Barrett Kent","sa3023082",806010
"Chandler Welch","MIL",0.0355,0.0867,0.0409,6.30495,0.1754,0.1754,0,0,,1,4.675,1.1648,0.7409,0.70055,0.195556,0.563,0.0043,0.0451,0.5623,5.0607,5.067,0.998757,1.76,0.120278,0.120428,-0.00014973431825637817,0.28641,1.7278,0.292908,0.678738,0.382084,,6.37706,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Chandler Welch","sa3025667",803068
"Luke Hayden","CIN",0.0367,0.0855,0.0424,6.23025,0.1754,0.1754,0,0,,1,4.713,1.1569,0.7369,0.69225,0.180556,0.6302,0.0043,0.0484,0.5701,5.1309,5.6718,0.904633,1.625,0.120963,0.133715,-0.012751974165439606,0.286759,1.7871,0.297327,0.684472,0.445203,,6.37796,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Luke Hayden","sa3025504",695569
"Mason McGwire","CHC",0.0377,0.0808,0.0352,6.25266,0.2983,0.1493,0,0,,1,4.76,1.1589,0.7405,0.69474,0.158444,0.6942,0.008,0.0473,0.5174,4.6566,6.2478,0.745318,1.426,0.108697,0.14584,-0.03714285045862198,0.288391,1.8531,0.2993,0.682042,0.453046,,6.38461,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Mason McGwire","sa3020961",702576
"Gabriel Agostini","WSN",0.0355,0.0816,0.0349,6.1155,0.3494,0.1384,0,0,,1,4.734,1.1458,0.7219,0.6795,0.166556,0.6599,0.0095,0.0468,0.5154,4.6386,5.9391,0.781027,1.499,0.108872,0.139396,-0.030523881316184998,0.284508,1.8057,0.292719,0.689211,0.400441,,6.38966,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Gabriel Agostini","sa3015488",698989
"Juan De La Cruz","MIA",0.0335,0.0844,0.0319,6.34221,0.3247,0.1437,0,0,,1,4.79,1.1368,0.7484,0.70469,0.161556,0.7104,0.0089,0.0657,0.5857,5.2713,6.3936,0.824465,1.454,0.122276,0.148309,-0.02603340893983841,0.283216,1.8472,0.298546,0.677844,0.421124,,6.39226,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Juan De La Cruz","sa3019171",801275
"Pedro Marquez",,0.0367,0.0796,0.0301,6.32259,0.3758,0.1328,0,0,,1,4.768,1.142,0.7454,0.70251,0.169444,0.6948,0.0104,0.0481,0.5862,5.2758,6.2532,0.843696,1.525,0.122945,0.145721,-0.022776849567890167,0.28372,1.8368,0.297467,0.682305,0.409994,,6.39421,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Pedro Marquez","sa3018310",703938
"Sann Omosako","TOR",0.0382,0.0786,0.032,6.3081,0.356,0.137,0,0,,1,4.731,1.1957,0.7448,0.7009,0.176444,0.5921,0.0098,0.0476,0.4749,4.2741,5.3289,0.80206,1.588,0.10038,0.125153,-0.02477278560400009,0.292254,1.7878,0.296299,0.676931,0.422744,,6.39821,-0.000381896,-0.00121267,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Sann Omosako","sa3022315",808020
"Samuel Sanchez","LAD",0.0427,0.0766,0.0367,6.28065,0.2604,0.1574,0,0,,1,4.629,1.1957,0.7386,0.69785,0.207111,0.4973,0.0067,0.0397,0.5192,4.6728,4.4757,1.04404,1.864,0.112162,0.107431,0.0047310516238212585,0.292204,1.693,0.293726,0.680235,0.395826,,6.40018,-0.000381896,-0.00121267,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Samuel Sanchez","sa3021008",808247
"Alvin Nova","ATH",0.0376,0.083,0.0363,6.40971,0.2266,0.1646,0,0,,1,4.716,1.1732,0.7542,0.71219,0.183556,0.6098,0.0058,0.0512,0.5514,4.9626,5.4882,0.904231,1.652,0.116921,0.129304,-0.012383364140987396,0.289322,1.783,0.298082,0.674171,0.402612,,6.40156,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Alvin Nova","sa3022153",812460
"Eric Prado","MIL",0.0358,0.081,0.0309,6.31665,0.361,0.136,0,0,,1,4.694,1.1575,0.7423,0.70185,0.192889,0.593,0.0098,0.0437,0.5729,5.1561,5.337,0.966105,1.736,0.122049,0.126331,-0.004282064735889435,0.285288,1.7505,0.29306,0.681007,0.380123,,6.40699,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Eric Prado","sa3021780",808260
"Adrian Herrera","CIN",0.0363,0.0799,0.0295,6.31098,0.3775,0.1325,0,0,,1,4.711,1.1417,0.7429,0.70122,0.193556,0.6236,0.0103,0.0538,0.6298,5.6682,5.6124,1.00994,1.742,0.133687,0.132371,0.001316070556640625,0.283047,1.7653,0.29535,0.68419,0.404876,,6.42396,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Adrian Herrera","sa3023627",805155
"Matt Ager","PIT",0.0342,0.0873,0.0371,6.43554,0.201,0.17,0,0,,1,4.756,1.212,0.7593,0.71506,0.167444,0.6129,0.0051,0.0526,0.4417,3.9753,5.5161,0.720672,1.507,0.0928722,0.128869,-0.03599663823843002,0.296296,1.8249,0.300043,0.669987,0.423715,,6.42501,-0.000381896,-0.00121267,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Matt Ager","sa3025798",700400
"Kaleb Sophy",,0.0368,0.085,0.0414,6.24888,0.1862,0.1732,0,0,,1,4.785,1.1808,0.7395,0.69432,0.157556,0.6881,0.0047,0.0458,0.4785,4.3065,6.1929,0.695393,1.418,0.1,0.143804,-0.04380355030298233,0.291476,1.8689,0.299628,0.685182,0.437022,,6.42806,-0.000381896,-0.00121267,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Kaleb Sophy","sa3067472",815225
"Luis Arestigueta","ATL",0.0376,0.0837,0.0363,6.45723,0.2068,0.1688,0,0,,1,4.726,1.1835,0.759,0.71747,0.186667,0.5908,0.0053,0.0623,0.5465,4.9185,5.3172,0.925017,1.68,0.115637,0.125011,-0.009373664855957031,0.290579,1.7743,0.298477,0.671066,0.393619,,6.4281,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Luis Arestigueta","sa3021521",808244
"Camron Hill","PHI",0.0391,0.082,0.0417,6.18012,0.2043,0.1693,0,0,,1,4.728,1.1238,0.7284,0.68668,0.177222,0.6741,0.0052,0.0476,0.5846,5.2614,6.0669,0.86723,1.595,0.123646,0.142576,-0.018929779529571533,0.280508,1.7979,0.29175,0.690094,0.391902,,6.43493,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Camron Hill","sa3033811",701320
"Joan Ogando","HOU",0.0377,0.0806,0.0331,6.31026,0.3041,0.1481,0,0,,1,4.755,1.0945,0.7429,0.70114,0.177111,0.7092,0.0082,0.0688,0.6683,6.0147,6.3828,0.942329,1.594,0.140547,0.149148,-0.008601486682891846,0.275207,1.8037,0.292947,0.68186,0.3976,,6.43498,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Joan Ogando","sa3022325",808010
"Camilo Sanchez","WSN",0.0331,0.0868,0.0357,6.34905,0.2579,0.1579,0,0,,1,4.704,1.1708,0.7467,0.70545,0.184889,0.5992,0.0068,0.0457,0.5165,4.6485,5.3928,0.861983,1.664,0.1098,0.127381,-0.017580784857273102,0.288438,1.77,0.293626,0.677164,0.389434,,6.44039,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Camilo Sanchez","sa3018834",800229
"Hyun-Seok Jang","LAD",0.0427,0.0791,0.0406,6.32034,0.1754,0.1754,0,0,,1,4.71,1.1028,0.7418,0.70226,0.198556,0.6636,0.0043,0.0476,0.7014,6.3126,5.9724,1.05696,1.787,0.148917,0.140892,0.00802546739578247,0.275783,1.7664,0.291801,0.68838,0.372201,,6.44716,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Hyun-Seok Jang","sa3023601",815794
"JeanPierre Ortiz","CIN",0.0361,0.0803,0.0293,6.33069,0.375,0.133,0,0,,1,4.69,1.1674,0.7452,0.70341,0.198111,0.5763,0.0102,0.0538,0.5763,5.1867,5.1867,1,1.783,0.122878,0.122878,0,0.287544,1.7437,0.295021,0.680945,0.40786,,6.44828,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"JeanPierre Ortiz","sa3024922",701370
"Ty Floyd","CIN",0.0354,0.0868,0.0391,6.39891,0.1754,0.1754,0,0,,1,4.662,1.1623,0.7503,0.71099,0.213778,0.5473,0.0043,0.0467,0.6237,5.6133,4.9257,1.13959,1.924,0.133784,0.117396,0.016387827694416046,0.285718,1.7096,0.293613,0.680205,0.373588,,6.44885,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Ty Floyd","sa3031488",692226
"Victor Farias","WSN",0.034,0.0792,0.0242,6.33483,0.4855,0.1095,0,0,,1,4.771,1.1525,0.7472,0.70387,0.166556,0.6844,0.0136,0.0616,0.5439,4.8951,6.1596,0.794711,1.499,0.114001,0.14345,-0.02944876253604889,0.286335,1.8369,0.29746,0.679482,0.418466,,6.45056,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Victor Farias","sa3020957",693756
"Edinzo Marquez","NYY",0.0392,0.0822,0.0413,6.21297,0.1994,0.1704,0,0,,1,4.696,1.1798,0.7329,0.69033,0.192222,0.5622,0.005,0.0434,0.4981,4.4829,5.0598,0.885984,1.73,0.106069,0.119719,-0.013649910688400269,0.288431,1.742,0.290457,0.685116,0.408086,,6.45463,-0.000381896,-0.00121267,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Edinzo Marquez","sa3019300",805128
"Alex Bouchard","BOS",0.0334,0.0878,0.0322,6.67809,0.2125,0.1675,0,0,,1,4.788,1.2091,0.7861,0.74201,0.171889,0.664,0.0055,0.0452,0.5176,4.6584,5.976,0.779518,1.547,0.108104,0.13868,-0.030576437711715698,0.296435,1.8731,0.306024,0.665868,0.425553,,6.46209,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Alex Bouchard","sa3027439",827635
"Tyler Gough","LAD",0.0425,0.0792,0.0401,6.32529,0.1829,0.1739,0,0,,1,4.671,1.1689,0.7442,0.70281,0.200778,0.5655,0.0045,0.0458,0.5579,5.0211,5.0895,0.986561,1.807,0.119439,0.121066,-0.0016270652413368225,0.287928,1.7344,0.29328,0.681341,0.400387,,6.46335,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Tyler Gough","sa3020865",702640
"Jesus Tillero","LAD",0.0423,0.0769,0.0358,6.31296,0.2661,0.1561,0,0,,1,4.681,1.1676,0.7433,0.70144,0.196778,0.5809,0.0069,0.0453,0.5529,4.9761,5.2281,0.951799,1.771,0.118116,0.124097,-0.005981631577014923,0.287955,1.7485,0.293733,0.682412,0.406761,,6.46605,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Jesus Tillero","sa3021010",808313
"Bryan Polanco","WSN",0.0335,0.0886,0.0409,6.28191,0.1829,0.1739,0,0,,1,4.656,1.177,0.7384,0.69799,0.194778,0.5246,0.0045,0.0559,0.4692,4.2228,4.7214,0.894396,1.753,0.100773,0.112672,-0.011898629367351532,0.288799,1.7016,0.287913,0.67408,0.377424,,6.47035,-0.000381896,-0.00121267,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Bryan Polanco","sa3016915",702877
"Marcos Herrera","COL",0.0301,0.0919,0.0292,6.86934,0.1928,0.1718,0,0,,1,4.761,1.2442,0.8063,0.76326,0.193333,0.594,0.0049,0.0523,0.5563,5.0067,5.346,0.936532,1.74,0.116845,0.124764,-0.007918506860733032,0.302379,1.8382,0.312287,0.658295,0.420065,,6.47477,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Marcos Herrera","sa3019261",800154
"Dheygler Gimenez",,0.0352,0.0866,0.0373,6.4593,0.1878,0.1728,0,0,,1,4.706,1.1721,0.7572,0.7177,0.197111,0.5745,0.0046,0.0537,0.5527,4.9743,5.1705,0.962054,1.774,0.117446,0.122078,-0.00463239848613739,0.287434,1.7466,0.292966,0.672766,0.36199,,6.47678,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Dheygler Gimenez","sa3011879",684080
"Alexander Fuentes","SFG",0.0336,0.0834,0.0291,6.51699,0.356,0.137,0,0,,1,4.83,1.1946,0.7693,0.72411,0.160778,0.6916,0.01,0.0539,0.4903,4.4127,6.2244,0.708936,1.447,0.101511,0.143188,-0.04167702794075012,0.292472,1.8862,0.301105,0.672381,0.433461,,6.48115,-0.000381896,-0.00121267,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Alexander Fuentes","sa3024072",815218
"Elier Morillo","MIA",0.0367,0.0836,0.0386,6.27588,0.2332,0.1632,0,0,,1,4.839,1.1381,0.7425,0.69732,0.151778,0.7793,0.0062,0.055,0.5627,5.0643,7.0137,0.722058,1.366,0.116284,0.161046,-0.044761307537555695,0.284191,1.9174,0.299774,0.689127,0.434,,6.48575,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Elier Morillo","sa3022138",808497
"Ismael Luciano","COL",0.031,0.0836,0.0181,6.92253,0.4434,0.1184,0,0,,1,4.816,1.2799,0.8152,0.76917,0.175444,0.6325,0.0125,0.0538,0.4923,4.4307,5.6925,0.77834,1.579,0.102222,0.131333,-0.029111288487911224,0.309926,1.9124,0.319026,0.658276,0.462356,,6.49021,-0.000381896,-0.00121267,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Ismael Luciano","sa3016227",692593
"Develson Aria",,0.0373,0.0805,0.0343,6.22278,0.3222,0.1442,0,0,,1,4.838,1.1163,0.7359,0.69142,0.152667,0.7959,0.0089,0.0546,0.5905,5.3145,7.1631,0.741927,1.374,0.122055,0.16451,-0.042455561459064484,0.27995,1.9122,0.29702,0.692566,0.424003,,6.4903,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Develson Aria","sa3008726",684846
"Jose Feliz","WSN",0.0321,0.09,0.0385,6.40269,0.1878,0.1728,0,0,,1,4.735,1.1906,0.7551,0.71141,0.176111,0.6246,0.0047,0.0437,0.4677,4.2093,5.6214,0.748799,1.585,0.0987751,0.131911,-0.033136218786239624,0.292768,1.8152,0.296384,0.675806,0.419871,,6.49408,-0.000381896,-0.00121267,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Jose Feliz","sa3024069",808243
"Juan Soto","HOU",0.0362,0.0819,0.0306,6.50817,0.3131,0.1461,0,0,,1,4.734,1.1771,0.7657,0.72313,0.187222,0.6322,0.0085,0.0446,0.5481,4.9329,5.6898,0.866972,1.685,0.115779,0.133545,-0.0177651047706604,0.290126,1.8093,0.297987,0.674514,0.406231,,6.50323,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Juan Soto","sa3016025",699041
"Landen Maroudis","TOR",0.0363,0.0855,0.0378,6.44499,0.1845,0.1735,0,0,,1,4.792,1.1626,0.7598,0.71611,0.173889,0.6769,0.0046,0.0584,0.5491,4.9419,6.0921,0.811198,1.565,0.114587,0.141256,-0.0266694575548172,0.286588,1.8395,0.29658,0.67648,0.41574,,6.50339,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Landen Maroudis","sa3023351",805793
"Janzen Keisel","TBR",0.0335,0.0846,0.0323,6.37389,0.3173,0.1453,0,0,,1,4.774,1.1471,0.7514,0.70821,0.173222,0.6832,0.0086,0.0552,0.5458,4.9122,6.1488,0.798888,1.559,0.114328,0.143109,-0.02878090739250183,0.284245,1.8303,0.293639,0.679498,0.410558,,6.51063,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Janzen Keisel","sa3035165",701651
"Will Frisch",,0.0363,0.0858,0.039,6.40665,0.1754,0.1754,0,0,,1,4.739,1.1441,0.7539,0.71185,0.181778,0.657,0.0043,0.0552,0.5605,5.0445,5.913,0.85312,1.636,0.118274,0.138637,-0.020362935960292816,0.284121,1.8011,0.292987,0.677093,0.396322,,6.51385,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Will Frisch","sa3024514",687137
"Luichi Casilla","COL",0.0369,0.0822,0.0366,6.26517,0.2785,0.1535,0,0,,1,4.85,1.1466,0.7424,0.69613,0.147111,0.7958,0.0077,0.0484,0.5306,4.7754,7.1622,0.66675,1.324,0.109402,0.164082,-0.05468039959669113,0.286235,1.9424,0.300319,0.691067,0.448992,,6.51898,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Luichi Casilla","sa3018332",800436
"Angel Liranzo","PHI",0.0381,0.0831,0.0393,6.29451,0.2092,0.1682,0,0,,1,4.701,1.1664,0.7403,0.69939,0.190556,0.5971,0.0053,0.0456,0.507,4.563,5.3739,0.849104,1.715,0.107849,0.127016,-0.019166134297847748,0.287411,1.7635,0.290366,0.683627,0.378281,,6.52646,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Angel Liranzo","sa3022217",808158
"Edwardo Melendez","CHC",0.0369,0.0776,0.0261,6.37677,0.4335,0.1205,0,0,,1,4.776,1.1291,0.7515,0.70853,0.172,0.7249,0.0121,0.0474,0.5776,5.1984,6.5241,0.7968,1.548,0.120938,0.15178,-0.030841700732707977,0.282014,1.854,0.294121,0.683424,0.407337,,6.53284,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Edwardo Melendez","sa3024281",823898
"Francisco Pazos","SEA",0.0366,0.0846,0.0396,6.29379,0.2068,0.1688,0,0,,1,4.759,1.1623,0.7433,0.69931,0.174889,0.6517,0.0053,0.0513,0.4918,4.4262,5.8653,0.754642,1.574,0.103341,0.136941,-0.03359949588775635,0.286563,1.814,0.291331,0.682342,0.418617,,6.53409,-0.000381896,-0.00121267,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Francisco Pazos","sa3022380",802387
"Yereny Teus","TBR",0.0345,0.0843,0.0354,6.27192,0.2934,0.1504,0,0,,1,4.8,1.1186,0.7392,0.69688,0.169333,0.7436,0.008,0.047,0.5861,5.2749,6.6924,0.788193,1.524,0.122104,0.154917,-0.03281249850988388,0.278994,1.8622,0.291726,0.69102,0.390576,,6.53607,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Yereny Teus","sa3020978",806711
"Carlos Rodriguez","DET",0.0358,0.0864,0.0402,6.34509,0.1754,0.1754,0,0,,1,4.801,1.2055,0.7512,0.70501,0.157889,0.6865,0.0044,0.0432,0.4197,3.7773,6.1785,0.611362,1.421,0.0874193,0.142991,-0.055571749806404114,0.296097,1.892,0.299856,0.682723,0.445993,,6.53739,-0.000381896,-0.00121267,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Carlos Rodriguez","sa3024277",823864
